number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
4;136.0;19;10;18500000.0;дизайнерский;раздельный;лоджия;2019;1;0;кирпичный;р-н Ленинский;улица Осинская, 13;1
2;57.0;16;14;5500000.0;косметический;раздельный;лоджия;2014;1;0;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1
3;67.0;9;5;3400000.0;косметический;раздельный;балкон;1992;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0
1;33.0;10;4;2000000.0;косметический;раздельный;балкон;2008;0;1;панельный;р-н Орджоникидзевский;улица Делегатская, 39Б;0
4;77.0;25;2;8800000.0;евро;совмещенный;лоджия;2019;1;0;монолитный;р-н Дзержинский;улица Подлесная, 2;1
2;28.0;9;3;1750000.0;косметический;раздельный;нет;1975;2;1;кирпичный;р-н Дзержинский;шоссеКосмонавтов, 84А;0
2;44.0;2;1;1650000.0;косметический;раздельный;нет;1980;0;0;панельный;р-н Свердловский;улица посёлок, Ляды,, ул.,;0
3;68.0;9;6;3280000.0;косметический;раздельный;лоджия;1991;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0
1;43.0;16;5;4300000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Мотовилихинский;улица Сапфирная, 13;1
3;72.0;10;7;7300000.0;косметический;раздельный;лоджия;2000;1;0;кирпичный;р-н Ленинский;улица Екатерининская, 24;1
2;53.0;9;3;3940000.0;требует ремонта;раздельный;лоджия;1986;1;0;панельный;р-н Мотовилихинский;улица Старцева, 5;0
3;61.0;5;4;3200000.0;косметический;раздельный;балкон;1969;0;0;кирпичный;р-н Свердловский;улица Академика Курчатова, 1;0
2;45.0;2;2;1650000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Дунайская, 17;0
3;66.0;9;4;5000000.0;евро;раздельный;лоджия;1986;1;1;панельный;р-н Мотовилихинский;улица Старцева, 7;0
3;52.0;9;3;3550000.0;евро;совмещенный;лоджия;1978;1;1;панельный;р-н Свердловский;улица Лодыгина, 46к2;0
2;45.0;3;3;1849000.0;косметический;раздельный;балкон;1959;0;0;кирпичный;р-н Кировский;улица Мензелинская, 14;0
3;90.0;16;13;5900000.0;евро;раздельный;балкон;2007;1;0;монолитный;р-н Свердловский;улица Яблочкова, 29;1
1;36.0;3;1;3500000.0;требует ремонта;совмещенный;нет;2008;0;0;кирпичный;р-н Дзержинский;улица Путейская, 15А;0
3;90.0;16;14;5250000.0;косметический;несколько;лоджия;2009;2;1;монолитный;р-н Дзержинский;улица Хабаровская, 56;0
3;61.0;9;9;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0
1;155.0;17;12;16900000.0;евро;несколько;лоджия;2002;1;0;кирпичный;р-н Свердловский;улица Максима Горького, 60;1
2;38.0;9;9;1500000.0;косметический;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1
2;41.0;5;1;2280000.0;косметический;совмещенный;нет;1966;0;0;кирпичный;р-н Кировский;улица Чистопольская, 23А;0
1;41.0;2;1;1770000.0;косметический;раздельный;нет;1954;0;0;блочный;р-н Дзержинский;улица Машинистов, 47;0
1;48.0;9;7;5300000.0;дизайнерский;совмещенный;балкон;2008;1;0;кирпичный;р-н Ленинский;улица Советская, 3;0
3;62.0;9;7;4500000.0;косметический;раздельный;лоджия;1984;1;1;кирпичный;р-н Свердловский;улица Весёлая, 1;0
3;107.0;12;4;5790000.0;косметический;раздельный;лоджия;2005;1;1;кирпичный;р-н Кировский;улица Кировоградская, 66;1
2;39.0;5;4;2150000.0;требует ремонта;раздельный;балкон;1960;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 82;0
3;64.0;9;1;2850000.0;требует ремонта;раздельный;лоджия;1994;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0
4;130.0;15;14;11500000.0;дизайнерский;совмещенный;лоджия;2008;2;1;кирпичный;р-н Свердловский;улица Николая Островского, 119;1
2;44.0;5;3;2320000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Кировский;улица Магистральная, 96/4;0
2;37.0;9;6;1600000.0;косметический;совмещенный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0
2;43.0;9;9;3200000.0;косметический;раздельный;лоджия;1984;1;1;панельный;р-н Мотовилихинский;улица Сигаева, 6;0
3;55.0;2;2;2749000.0;косметический;совмещенный;балкон;1959;0;0;кирпичный;р-н Индустриальный;улица Кавалерийская, 30;0
1;36.0;9;9;2999999.0;требует ремонта;совмещенный;балкон;1990;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 33;0
1;110.0;5;3;5500000.0;требует ремонта;несколько;лоджия;2021;0;0;монолитный;р-н Мотовилихинский;улица Крайпрудская, 44;0
4;85.0;10;2;5200000.0;косметический;раздельный;лоджия;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 7;0
2;53.0;9;8;4150000.0;дизайнерский;раздельный;балкон;1985;1;1;панельный;р-н Дзержинский;Парковый проспект, 5;0
4;80.0;9;7;4800000.0;косметический;совмещенный;лоджия;1986;1;1;кирпичный;р-н Дзержинский;улица Ветлужская, 60;0
3;78.0;16;14;5180000.0;косметический;раздельный;лоджия;2018;2;0;монолитный;р-н Кировский;улица Юнг Прикамья, 10;1
