number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
3;65.0;14;6;5500000.0;дизайнерский;раздельный;балкон;1991;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21А;0
3;66.0;25;2;5850000.0;косметический;раздельный;нет;2017;2;0;монолитный;р-н Дзержинский;улица Крылова, 15;1
1;40.0;16;13;3890000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Дзержинский;шоссеКосмонавтов, 86А;1
1;36.0;9;4;3000000.0;косметический;совмещенный;лоджия;1987;1;1;кирпичный;р-н Дзержинский;улица Мильчакова, 6;0
2;43.0;5;5;3500000.0;евро;совмещенный;балкон;1961;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 3А;0
1;38.0;10;5;2700000.0;косметический;раздельный;лоджия;1992;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 43;0
3;60.0;10;6;3550000.0;косметический;раздельный;лоджия;1999;1;1;кирпичный;р-н Свердловский;улица Героев Хасана, 159;0
2;42.0;4;4;2099000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Орджоникидзевский;улица Косякова, 13;0
3;47.0;5;2;3250000.0;евро;совмещенный;балкон;1969;0;0;панельный;р-н Свердловский;улица Солдатова, 28;0
2;57.0;17;16;4490000.0;косметический;раздельный;лоджия;2011;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 2Д;1
2;43.0;9;7;3250000.0;косметический;совмещенный;лоджия;1974;1;1;панельный;р-н Индустриальный;улица Космонавта Леонова, 47;0
2;52.0;10;9;3850000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0
1;33.0;5;3;2320000.0;евро;совмещенный;балкон;2003;0;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 46;0
3;63.0;5;5;3350000.0;евро;совмещенный;лоджия;1980;0;1;кирпичный;р-н Свердловский;улица Серпуховская, 7;0
4;80.0;10;7;3150000.0;косметический;раздельный;лоджия;1989;1;0;кирпичный;р-н Мотовилихинский;улица Гашкова, 45;0
2;41.0;25;1;4400000.0;евро;совмещенный;лоджия;2019;2;0;монолитный;р-н Дзержинский;улица Фридриха Энгельса, 27;1
3;52.0;9;6;3100000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 19;0
2;53.0;9;8;3500000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0
2;53.0;9;8;3500000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1
1;34.0;9;4;2450000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Целинная, 29;0
2;45.0;9;1;3200000.0;евро;раздельный;лоджия;1974;1;1;панельный;р-н Свердловский;улица Вижайская, 25;0
1;16.0;9;1;1250000.0;косметический;совмещенный;нет;1984;2;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 117;0
3;67.0;10;9;6000000.0;евро;совмещенный;балкон;1989;1;1;панельный;р-н Свердловский;улица Максима Горького, 65;0
1;30.0;11;3;3030000.0;косметический;совмещенный;лоджия;1987;1;1;кирпичный;р-н Дзержинский;улица Василия Каменского, 2А;0
2;78.0;17;12;6590000.0;косметический;раздельный;балкон;2001;1;0;кирпичный;р-н Свердловский;улица Максима Горького, 60;1
2;44.0;5;4;2900000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Солдатова, 36;0
3;61.0;25;23;5350000.0;евро;раздельный;лоджия;2019;2;0;монолитный;р-н Индустриальный;улица Мира, 115Б;1
2;51.0;9;7;3500000.0;косметический;совмещенный;лоджия;1975;1;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 17;0
1;39.0;31;12;4450000.0;евро;совмещенный;лоджия;2020;4;0;монолитный;р-н Свердловский;улица Революции, 48В;1
2;45.0;16;2;4500000.0;евро;совмещенный;лоджия;2006;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 37;1
3;67.0;9;9;3550000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Кировский;улица Маршала Рыбалко, 97Б;0
2;44.0;9;5;3500000.0;евро;раздельный;лоджия;1996;1;1;панельный;р-н Дзержинский;Парковый проспект, 38;0
3;52.0;5;4;3750000.0;косметический;раздельный;балкон;1974;0;0;кирпичный;р-н Дзержинский;улица Крисанова, 13;0
1;42.0;10;5;2630000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Кировский;улица Танцорова, 37;0
1;35.0;14;14;2900000.0;косметический;совмещенный;лоджия;1978;1;1;кирпичный;р-н Свердловский;улица Братская, 14;1
3;58.0;9;9;4180000.0;дизайнерский;совмещенный;балкон;1973;1;1;панельный;р-н Индустриальный;улица Чердынская, 38;0
2;60.0;16;6;5800000.0;дизайнерский;совмещенный;нет;2008;1;1;монолитный;р-н Индустриальный;проспект Декабристов, 2;1
3;57.0;14;9;3600000.0;косметический;раздельный;лоджия;1985;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 21;0
1;30.0;5;3;2400000.0;требует ремонта;раздельный;балкон;1966;0;0;панельный;р-н Дзержинский;улица Голева, 3;0
3;73.0;16;10;4650000.0;косметический;раздельный;лоджия;1990;1;1;панельный;р-н Свердловский;улица Героев Хасана, 91А;1
1;45.0;17;17;3700000.0;косметический;совмещенный;лоджия;2012;1;1;кирпичный;р-н Индустриальный;улица Мира, 25;0
