number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;full address;concierge;garbage chute
3;51.9;9;3;3920000.0;косметический;раздельный;лоджия;1978;0.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, Подлесная ул., 23/1;0;1
3;64.0;9;5;2600000.0;требует ремонта;раздельный;лоджия;1983;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Карбышева, 82/1;0;1
3;78.5;25;24;5700000.0;косметический;раздельный;лоджия;2019;1.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Красные Казармы, 64;0;0
3;66.8;10;7;3729000.0;косметический;раздельный;балкон;1990;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Липатова, 20;0;1
2;43.0;3;1;2400000.0;требует ремонта;совмещенный;нет;1960;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Нефтяников, 3;0;0
2;53.3;10;8;4500000.0;требует ремонта;раздельный;лоджия;1993;1.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Подводников, 27А;0;1
2;52.4;14;10;3750000.0;косметический;раздельный;лоджия;1976;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Холмогорская ул., 3;1;1
1;36.6;16;15;2300000.0;косметический;совмещенный;лоджия;2017;1.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Менжинского, 53А;0;0
1;23.0;9;4;2500000.0;косметический;совмещенный;балкон;2018;1.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Сакко и Ванцетти, 97;1;0
3;69.5;4;3;3000000.0;косметический;раздельный;балкон;1942;0.0;кирпичный;;Кировский;Пермский край, Пермь, Закамская ул., 2В;0;0
1;34.1;10;10;2100000.0;косметический;раздельный;лоджия;1987;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Генерала Панфилова, 6/1;0;0
3;66.7;10;1;3650000.0;требует ремонта;раздельный;нет;2005;2.0;панельный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Карпинского, 120;0;0
2;45.0;5;1;2690000.0;требует ремонта;раздельный;балкон;1967;0.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ш. Космонавтов, 102;0;0
2;81.5;9;6;7000000.0;дизайнерский;раздельный;лоджия;2015;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, Спартаковская ул., 7;0;0
1;34.0;16;14;2540000.0;косметический;совмещенный;балкон;2018;1.0;монолитный;открытая во дворе;Кировский;Пермский край, Пермь, Байкальская ул., 7Б;0;0
1;36.0;10;4;2599000.0;косметический;раздельный;лоджия;2015;2.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Целинная ул., 45;0;0
3;67.0;10;1;3790000.0;косметический;раздельный;нет;1989;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Сысольская ул., 8А;0;1
2;34.7;10;9;3410000.0;косметический;совмещенный;балкон;2019;1.0;монолитный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Сакко и Ванцетти, 93А;0;0
2;56.7;10;10;4100000.0;косметический;раздельный;лоджия;2017;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Маяковского, 51;0;0
1;37.5;17;7;2490000.0;косметический;раздельный;лоджия;2006;2.0;кирпичный;;Кировский;Пермский край, Пермь, Нижне-Курьинская ул., 4;0;0
3;64.0;9;4;2720000.0;требует ремонта;раздельный;лоджия;1983;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Карбышева, 78/2;0;1
1;43.1;12;9;3950000.0;косметический;совмещенный;лоджия;2017;1.0;монолитный;;Индустриальный;Пермь, улица Космонавта Беляева, 9А;1;0
1;31.1;2;1;1500000.0;косметический;совмещенный;нет;1957;0.0;кирпичный;;Свердловский;Пермский край, Пермь, Кузбасская ул., 41;0;0
1;36.1;5;3;1900000.0;требует ремонта;совмещенный;лоджия;1970;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Сергинская ул., 7;1;0
1;36.0;9;1;2680000.0;косметический;раздельный;нет;1994;1.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Куфонина, 28/1;0;0
3;75.4;10;10;5850000.0;косметический;раздельный;лоджия;2004;1.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Желябова, 3;1;0
1;32.9;5;3;1670000.0;косметический;совмещенный;балкон;1985;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Александра Пархоменко, 12;0;0
3;62.0;5;4;3300000.0;евро;совмещенный;балкон;1968;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Коспашская ул., 15;0;0
1;39.1;16;3;2600000.0;косметический;совмещенный;лоджия;2019;1.0;монолитный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Косякова, 14;0;0
2;28.4;9;9;1590000.0;косметический;совмещенный;нет;1978;1.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 115;1;1
2;38.7;5;1;2500000.0;косметический;совмещенный;нет;1980;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Магистральная ул., 42;0;0
2;45.7;5;1;2650000.0;косметический;раздельный;нет;1980;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Волгодонская ул., 14;0;0
4;91.5;10;9;5900000.0;евро;раздельный;балкон;2005;1.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 4А;1;0
3;71.9;16;13;5200000.0;косметический;раздельный;лоджия;1987;1.0;панельный;;Мотовилихинский;Пермский край, Пермь, ул. Юрша, 64;0;1
1;35.0;17;16;3400000.0;косметический;совмещенный;лоджия;2017;1.0;кирпичный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Веры Засулич, 42А;0;0
3;81.0;16;1;6200000.0;косметический;раздельный;лоджия;2020;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, Кисловодская ул., 12;0;0
2;60.0;17;3;3300000.0;косметический;раздельный;лоджия;2013;2.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Цимлянская ул., 17;0;1
1;39.9;10;1;3100000.0;требует ремонта;раздельный;нет;2008;1.0;панельный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Запорожская ул., 1;0;0
1;31.2;5;4;2740000.0;косметический;раздельный;балкон;1966;0.0;панельный;;Дзержинский;Пермский край, Пермь, ул. Крисанова, 77;0;0
1;41.3;10;3;3000000.0;косметический;раздельный;лоджия;2015;1.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Маяковского, 53;0;0
1;31.0;5;4;1370000.0;косметический;совмещенный;нет;1966;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Трясолобова, 106;0;0
2;59.5;10;8;5300000.0;евро;раздельный;лоджия;2011;1.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 42А;0;1
1;30.0;5;5;2540000.0;косметический;совмещенный;балкон;1959;0.0;кирпичный;;Мотовилихинский;Пермский край, Пермь, ул. Лебедева, 45;0;0
1;20.2;9;8;1680000.0;косметический;совмещенный;балкон;1975;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 41;0;1
1;20.2;9;8;1680000.0;косметический;совмещенный;балкон;1975;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 41;0;1
3;55.9;9;5;5750000.0;евро;совмещенный;лоджия;1974;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Крисанова, 19;0;1
1;30.0;5;4;1950000.0;косметический;совмещенный;балкон;1973;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Таганрогская ул., 17;0;0
2;44.0;5;5;3300000.0;косметический;совмещенный;балкон;1963;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Полины Осипенко, 59;0;0
2;34.4;25;17;2270000.0;косметический;совмещенный;лоджия;2016;4.0;монолитный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 51А;1;0
2;56.2;14;5;4500000.0;косметический;совмещенный;лоджия;2019;1.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Красные Казармы, 67;0;0
3;66.0;10;10;3300000.0;косметический;раздельный;лоджия;2018;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Ракитная ул., 42;0;1
2;62.0;5;4;4500000.0;косметический;раздельный;балкон;1958;0.0;кирпичный;открытая во дворе;Ленинский;Пермский край, Пермь, ул. Куйбышева, 38;0;0
1;37.0;17;7;3800000.0;косметический;совмещенный;лоджия;2018;2.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Холмогорская ул., 4Г;0;0
2;45.1;9;7;3000000.0;косметический;раздельный;балкон;1976;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 26;0;1
3;52.5;9;2;3200000.0;требует ремонта;раздельный;лоджия;1978;1.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, Самолётная ул., 30;0;1
1;52.2;16;9;3400000.0;косметический;совмещенный;лоджия;2009;1.0;кирпичный;;Дзержинский;Пермский край, Пермь, Хабаровская ул., 64;0;0
4;86.0;10;1;3950000.0;косметический;раздельный;нет;1989;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Юрша, 3А;0;1
1;38.1;19;14;3070000.0;косметический;совмещенный;лоджия;2016;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Веры Засулич, 54;0;0
2;42.0;5;5;2450000.0;косметический;совмещенный;балкон;1962;0.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, Ветлужская ул., 99;0;0
2;57.1;19;8;5100000.0;евро;совмещенный;лоджия;2010;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Куфонина, 20;1;0
1;40.0;10;4;3590000.0;косметический;совмещенный;балкон;2016;2.0;монолитный;открытая во дворе;Дзержинский;Пермский край, Пермь, Гатчинская ул., 20;0;0
2;48.3;10;1;4050000.0;косметический;раздельный;балкон;2008;0.0;монолитный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Старцева, 17А;0;1
1;35.0;14;11;3150000.0;косметический;совмещенный;лоджия;1980;1.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, Грузинская ул., 15;1;1
2;43.3;9;5;3500000.0;евро;совмещенный;лоджия;1979;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 12;0;1
3;70.0;25;17;5850000.0;косметический;раздельный;балкон;2017;2.0;монолитный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Фрезеровщиков, 94;1;0
2;51.0;11;9;5100000.0;косметический;совмещенный;балкон;2020;1.0;монолитный;;Мотовилихинский;Пермский край, Пермь, ул. Шмидта, 56;1;0
3;56.0;14;9;3990000.0;косметический;раздельный;лоджия;1982;1.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Плеханова, 59А;0;1
3;60.0;16;1;4400000.0;дизайнерский;раздельный;лоджия;2014;1.0;панельный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, Камышловская ул., 21;0;1
2;58.8;26;2;5200000.0;евро;совмещенный;лоджия;2018;1.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Красные Казармы, 64;0;0
1;18.8;5;4;1350000.0;евро;совмещенный;нет;1969;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, Ласьвинская ул., 56А;1;0
3;57.4;9;3;3350000.0;евро;раздельный;балкон;1978;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 10;0;1
1;37.9;10;10;2200000.0;косметический;раздельный;лоджия;2014;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Менжинского, 36;0;1
2;47.2;5;3;2350000.0;косметический;раздельный;балкон;1981;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Уссурийская ул., 13;0;0
1;43.3;16;14;3050000.0;косметический;совмещенный;балкон;2009;1.0;панельный;подземная, за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Гусарова, 20;0;0
1;31.6;19;14;3150000.0;евро;совмещенный;балкон;2015;1.0;монолитный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Карпинского, 110;0;0
1;24.7;5;4;1450000.0;косметический;совмещенный;балкон;1975;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Богдана Хмельницкого, 29;0;0
3;57.2;9;7;3390000.0;косметический;раздельный;лоджия;1980;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Автозаводская ул., 27;0;1
1;23.5;16;8;2700000.0;дизайнерский;совмещенный;лоджия;2018;1.0;монолитный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Левченко, 29;1;0
3;89.5;17;10;6680000.0;косметический;несколько;лоджия;2012;1.0;монолитный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, Кронштадтская ул., 31;1;0
2;44.0;5;4;2200000.0;косметический;совмещенный;нет;1968;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Писарева, 28;0;0
2;46.2;9;2;2050000.0;косметический;совмещенный;нет;1978;1.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, Сысольская ул., 2;1;0
2;54.0;10;4;2800000.0;косметический;раздельный;балкон;1991;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Социалистическая ул., 28;0;0
1;41.2;17;3;3450000.0;косметический;раздельный;лоджия;1987;1.0;кирпичный;открытая во дворе;Ленинский;Пермский край, Пермь, ул. Попова, 25;0;1
1;38.1;20;3;3420000.0;косметический;совмещенный;лоджия;2011;1.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Юрша, 82;1;0
3;52.5;9;7;3170000.0;косметический;раздельный;лоджия;1981;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Автозаводская ул., 27/1;0;0
3;59.0;5;5;3600000.0;дизайнерский;раздельный;балкон;1980;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Подводников, 8;0;0
2;58.0;14;10;3350000.0;косметический;раздельный;лоджия;1980;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 17;0;1
2;45.0;5;3;2400000.0;косметический;раздельный;балкон;1980;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Полтавская ул., 2;0;0
1;31.0;19;19;2900000.0;требует ремонта;совмещенный;лоджия;2015;1.0;монолитный;наземная многоуровневая, открытая во дворе;Свердловский;Пермский край, Пермь, ул. Александра Турчевича, 8;0;0
3;82.0;2;2;2300000.0;требует ремонта;раздельный;балкон;1950;0.0;блочный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 4;0;0
1;30.0;5;2;2970000.0;евро;совмещенный;балкон;1960;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Качалова, 20;0;0
1;40.8;16;14;3600000.0;косметический;совмещенный;балкон;2013;1.0;монолитный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 52;0;0
2;46.2;5;4;2630000.0;требует ремонта;совмещенный;балкон;1965;0.0;панельный;открытая во дворе;Мотовилихинский;Пермь, улица Старцева, 47, подъезд 2;0;0
1;31.0;18;14;2600000.0;косметический;совмещенный;лоджия;2014;1.0;монолитный;открытая во дворе;Дзержинский;Пермский край, Пермь, Хабаровская ул., 54;0;0
1;40.0;16;8;2300000.0;косметический;раздельный;лоджия;2012;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Цимлянская ул., 17;0;0
2;43.0;3;3;2200000.0;косметический;совмещенный;балкон;1962;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Вижайская ул., 8;0;0
3;62.4;10;6;3800000.0;евро;раздельный;лоджия;1990;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, Хабаровская ул., 135;0;1
2;30.7;5;4;1750000.0;требует ремонта;раздельный;нет;1960;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 80;0;0
2;37.7;5;1;2350000.0;косметический;совмещенный;нет;1990;0.0;панельный;;Кировский;Пермский край, Пермь, ул. Худанина, 15;0;0
2;70.8;20;5;6250000.0;косметический;несколько;балкон;2014;1.0;монолитный;;Свердловский;Пермский край, Пермь, ул. Белинского, 31;1;0
1;31.4;5;4;1770000.0;косметический;совмещенный;балкон;1963;0.0;блочный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Гайвинская ул., 62А;0;0
2;71.8;16;5;5859999.0;косметический;несколько;лоджия;2013;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ш. Космонавтов, 86А;0;0
3;59.9;9;4;3380000.0;косметический;раздельный;лоджия;1981;1.0;панельный;;Орджоникидзевский;Пермский край, Пермь, Молдавская ул., 4;0;1
1;34.2;5;5;1580000.0;косметический;совмещенный;лоджия;2016;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Ольховская ул., 4;0;0
3;69.0;10;4;6550000.0;дизайнерский;раздельный;лоджия;2009;1.0;монолитный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Пономарёва, 77А;0;0
3;67.1;10;10;3900000.0;косметический;раздельный;балкон;1994;1.0;панельный;открытая во дворе;Ленинский;Пермский край, Пермь, ул. Профессора Дедюкина, 6;0;0
3;64.0;4;3;5600000.0;евро;раздельный;балкон;1953;0.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Комсомольский пр-т, 63;0;0
1;48.6;25;6;4660000.0;косметический;совмещенный;лоджия;2015;1.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Николая Островского, 93Д;1;0
2;42.2;5;1;2930000.0;косметический;раздельный;нет;1973;0.0;панельный;;Индустриальный;Пермский край, Пермь, Чердынская ул., 32;0;0
2;53.1;10;9;3300000.0;косметический;раздельный;лоджия;2011;2.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Генерала Черняховского, 57;0;1
2;75.0;25;21;6999999.0;дизайнерский;совмещенный;лоджия;2010;2.0;монолитный;подземная, за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, Вильвенская ул., 6;1;1
3;50.4;5;1;3400000.0;косметический;раздельный;нет;1971;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Пономарёва, 65;0;0
1;47.0;3;1;3200000.0;косметический;совмещенный;нет;2012;0.0;кирпичный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Танцорова, 32А;0;0
1;34.2;5;5;1750000.0;косметический;совмещенный;лоджия;2016;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Ольховская ул., 4;0;0
1;31.8;5;5;3100000.0;евро;совмещенный;балкон;1964;0.0;кирпичный;открытая во дворе;Свердловский;Пермь, 1-я Красноармейская улица, 41;0;0
1;30.0;5;1;1390000.0;косметический;совмещенный;нет;1966;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, Чебоксарская ул., 1;0;0
3;65.8;4;2;4350000.0;косметический;совмещенный;балкон;1929;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Комсомольский пр-т, 87;0;0
2;49.5;17;8;4450000.0;косметический;совмещенный;лоджия;2016;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Холмогорская ул., 4Г;0;0
3;67.0;9;4;3620000.0;косметический;раздельный;балкон;1987;1.0;панельный;;Мотовилихинский;Пермский край, Пермь, Целинная ул., 31/1;0;1
2;45.1;6;3;3400000.0;косметический;раздельный;лоджия;2018;1.0;кирпичный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, Лядовская ул., 127В;0;0
2;56.0;16;16;4500000.0;косметический;раздельный;балкон;2012;1.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Генерала Наумова, 19;0;1
2;42.0;5;3;2300000.0;косметический;совмещенный;балкон;1963;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Корсуньская ул., 25;0;0
1;34.2;5;5;1580000.0;косметический;совмещенный;лоджия;2016;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Ольховская ул., 4;0;0
1;30.0;5;5;1670000.0;косметический;совмещенный;нет;1961;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Липатова, 6;0;0
2;60.6;19;12;4450000.0;косметический;раздельный;лоджия;2018;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Самаркандская ул., 143;0;0
1;33.0;16;7;2500000.0;косметический;совмещенный;лоджия;2016;1.0;кирпичный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Калинина, 46;0;1
3;61.4;16;16;5600000.0;косметический;совмещенный;лоджия;2021;1.0;панельный;подземная, за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Овчинникова, 15А;1;0
1;36.8;12;5;3400000.0;косметический;совмещенный;лоджия;2015;1.0;монолитный;подземная, за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Фрезеровщиков, 86;0;0
3;61.3;5;1;3000000.0;косметический;раздельный;нет;1968;0.0;панельный;;Свердловский;Пермский край, Пермь, Братская ул., 12;0;0
2;56.7;5;2;3150000.0;требует ремонта;раздельный;балкон;1959;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Крупской, 30;0;0
1;28.0;5;1;1550000.0;требует ремонта;совмещенный;нет;1967;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Академика Веденеева, 85;0;0
1;42.5;19;13;4000000.0;косметический;совмещенный;балкон;2014;2.0;монолитный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Чернышевского, 17А;1;0
3;60.1;5;3;3860000.0;евро;раздельный;балкон;1991;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Адмирала Старикова, 9А;0;0
1;31.6;5;3;1800000.0;косметический;совмещенный;нет;1962;1.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 105;0;0
3;54.0;9;8;2950000.0;косметический;раздельный;лоджия;1974;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 3;0;1
2;54.9;10;5;4230000.0;косметический;раздельный;балкон;1993;1.0;панельный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Мира, 115;0;1
3;57.0;9;7;3250000.0;косметический;раздельный;лоджия;1976;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Целинная ул., 17;0;0
2;50.2;3;3;3200000.0;евро;совмещенный;балкон;1959;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Краснофлотская ул., 15;0;0
2;45.8;2;1;1650000.0;косметический;совмещенный;нет;1960;0.0;кирпичный;;Орджоникидзевский;Пермский край, Пермь, Ольховская ул., 38;0;0
2;65.8;25;11;4460000.0;дизайнерский;раздельный;лоджия;2012;2.0;блочный;наземная многоуровневая, открытая во дворе;Мотовилихинский;Пермский край, Пермь, Уинская ул., 31;1;1
1;41.0;22;13;4300000.0;косметический;совмещенный;лоджия;2015;1.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Дзержинский;Пермский край, Пермь, Подлесная ул., 43А;1;0
2;64.3;16;5;5500000.0;косметический;раздельный;лоджия;2001;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, Парковый пр-т, 28А;1;1
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Вильямса, 37;0;0
1;30.9;5;1;1250000.0;требует ремонта;совмещенный;нет;1961;0.0;панельный;;Кировский;Пермский край, Пермь, ул. Победы, 33;0;0
3;75.4;10;10;5850000.0;косметический;раздельный;лоджия;2004;1.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Желябова, 3;1;0
1;46.0;16;5;3900000.0;косметический;совмещенный;балкон;2009;1.0;монолитный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Советской Армии, 72;0;0
1;31.1;2;1;1500000.0;косметический;совмещенный;нет;1957;0.0;кирпичный;;Свердловский;Пермский край, Пермь, Кузбасская ул., 41;0;0
2;45.9;5;1;2150000.0;дизайнерский;совмещенный;нет;1989;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Генерала Панфилова, 13А;0;0
2;41.2;2;1;1600000.0;евро;совмещенный;нет;1953;0.0;блочный;открытая во дворе;Кировский;Пермский край, Пермь, Камышинская ул., 18;0;0
2;37.8;5;1;1720000.0;требует ремонта;совмещенный;нет;1973;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Луговского, 134;0;0
2;37.0;5;5;2790000.0;требует ремонта;совмещенный;балкон;1981;0.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Подводников, 4;0;0
1;30.5;5;5;2400000.0;косметический;совмещенный;балкон;1965;0.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Механошина, 14;0;0
3;76.0;19;15;5100000.0;косметический;раздельный;лоджия;2018;1.0;монолитный;открытая во дворе;Свердловский;Пермский край, Пермь, Самаркандская ул., 143;0;0
1;33.0;12;12;2300000.0;косметический;совмещенный;балкон;1982;2.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, Ямпольская ул., 13;0;1
1;35.5;6;5;3180000.0;косметический;совмещенный;лоджия;2014;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Индустриальный;Пермский край, Пермь, Малая ул., 1;1;0
3;55.2;4;3;2400000.0;косметический;совмещенный;балкон;1961;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Генерала Черняховского, 21;0;0
1;14.2;5;1;1200000.0;евро;совмещенный;нет;1966;0.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Пушкарская ул., 79;0;0
2;56.9;25;2;5430000.0;евро;раздельный;лоджия;2018;4.0;монолитный;;Дзержинский;Пермский край, Пермь, ул. Куфонина, 10Б;1;0
2;28.4;9;9;1590000.0;косметический;совмещенный;нет;1978;1.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Маршала Рыбалко, 115;1;1
2;54.0;4;2;5700000.0;дизайнерский;совмещенный;нет;1953;0.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Комсомольский пр-т, 35;0;0
2;58.2;10;10;4650000.0;дизайнерский;раздельный;лоджия;2002;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 38;0;0
2;55.0;14;7;4400000.0;требует ремонта;раздельный;лоджия;1981;1.0;кирпичный;;Ленинский;Пермский край, Пермь, ул. Борчанинова, 14;0;1
