number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;full address;concierge;garbage chute
1;31.8;5;5;3100000.0;евро;совмещенный;балкон;1964;0.0;кирпичный;открытая во дворе;Свердловский;Пермь, 1-я Красноармейская улица, 41;0;0
4;86.0;9;3;4900000.0;косметический;раздельный;лоджия;1988;1.0;панельный;открытая во дворе;Мотовилихинский;Пермь, улица Юрша, 5;0;1
3;83.0;9;2;4800000.0;дизайнерский;совмещенный;нет;1984;1.0;кирпичный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, Екатерининская ул., 134;0;0
2;49.4;20;2;5200000.0;требует ремонта;совмещенный;лоджия;2021;1.0;монолитный;подземная, за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ул. Карпинского, 49А;1;0
3;90.3;16;4;5900000.0;косметический;раздельный;лоджия;2009;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Академика Курчатова, 1В;0;0
2;58.6;17;3;4600000.0;косметический;раздельный;лоджия;2012;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Клары Цеткин, 25А;0;0
1;40.1;17;13;3450000.0;косметический;раздельный;лоджия;2011;1.0;панельный;за шлагбаумом во дворе, открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Макаренко, 16А;0;0
1;30.0;2;1;1500000.0;косметический;совмещенный;нет;1958;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Брестская ул., 8;0;0
3;61.5;5;5;3070000.0;косметический;раздельный;балкон;1974;0.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Гашкова, 22;0;0
1;36.0;10;8;1940000.0;косметический;раздельный;лоджия;2006;1.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Памирская ул., 32А;0;1
1;30.7;2;1;1450000.0;требует ремонта;совмещенный;нет;1957;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Весенняя ул., 3;0;0
1;37.8;22;17;3100000.0;косметический;совмещенный;лоджия;2018;1.0;монолитный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 29В;1;0
2;49.1;10;10;4700000.0;евро;совмещенный;лоджия;1991;1.0;кирпичный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, ул. Луначарского, 51;0;1
1;29.7;19;1;2600000.0;косметический;совмещенный;лоджия;2014;1.0;кирпичный;;Индустриальный;Пермский край, Пермь, ул. Веры Засулич, 46А;0;1
1;32.4;5;1;1800000.0;требует ремонта;совмещенный;нет;1985;0.0;кирпичный;;Орджоникидзевский;Пермский край, Пермь, Гайвинская ул., 6;0;0
3;60.7;5;5;3445000.0;косметический;раздельный;балкон;1970;0.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, Чердынская ул., 29;0;0
3;80.6;16;5;4990000.0;косметический;раздельный;лоджия;2013;1.0;монолитный;открытая во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 52;0;1
1;36.0;9;9;2200000.0;требует ремонта;совмещенный;лоджия;1992;1.0;кирпичный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Маяковского, 43;0;1
1;18.1;9;8;1100000.0;косметический;раздельный;нет;1977;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 43;0;0
1;57.0;17;13;3900000.0;евро;совмещенный;лоджия;2007;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Кировский;Пермский край, Пермь, ул. Адмирала Ушакова, 32;0;0
4;82.0;9;8;5699000.0;дизайнерский;раздельный;балкон;1990;1.0;панельный;;Мотовилихинский;Пермский край, Пермь, Уинская ул., 7;0;1
3;68.4;10;2;5600000.0;косметический;совмещенный;лоджия;1989;1.0;панельный;за шлагбаумом во дворе, открытая во дворе;Свердловский;Пермский край, Пермь, ул. Максима Горького, 65;0;0
1;32.5;3;2;2800000.0;дизайнерский;совмещенный;нет;1959;0.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, Краснофлотская ул., 15;0;0
3;60.0;10;1;4000000.0;косметический;раздельный;лоджия;1986;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Архитектора Свиязева, 58;0;1
