;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
1046; ул. Охотников, 30;р-н Кировский;5;3.0;1;24.0;совмещенный;требует ремонта;во двор;балкон;False;панельный;наземная многоуровневая, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_24m_35et._2236634427;1400000.0
1047; Светлогорская ул., 17;р-н Кировский;17;11.0;2;68.0;раздельный;косметический;во двор;балкон;False;кирпичный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_68m_1117et._2234396433;4500000.0
1048; ул. Куйбышева, 165;р-н Свердловский;5;5.0;2;43.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2210586639;2500000.0
1049; ул. Мира, 33;р-н Индустриальный;16;10.0;3;73.3;раздельный;евро;на улицу, во двор;лоджия;True;панельный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_733m_1016et._2182746970;5600000.0
1050; ул. Баумана, 8;р-н Индустриальный;5;3.0;3;55.0;совмещенный;требует ремонта;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_35et._2208200643;3100000.0
1051; ул. Овчинникова, 15А;р-н Дзержинский;16;12.0;2;43.0;совмещенный;евро;во двор;балкон;False;панельный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_1216et._2214091605;3980000.0
1052; ул. Героев Хасана, 21;р-н Свердловский;5;4.0;2;44.0;совмещенный;требует ремонта;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_45et._2164960146;2600000.0
1053; ул. Героев Хасана, 21;р-н Свердловский;5;4.0;2;44.0;совмещенный;требует ремонта;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_45et._2164960146;2600000.0
1054; ул. Аркадия Гайдара, 5;р-н Мотовилихинский;13;2.0;2;76.9;совмещенный;евро;во двор;лоджия;False;кирпичный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_769m_213et._2232472186;7250000.0
1055; Уинская ул., 9;р-н Мотовилихинский;11;4.0;2;61.5;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;подземная, наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_615m_411et._2181757414;5100000.0
1056; ул. Плеханова, 63А;р-н Дзержинский;14;5.0;2;55.3;раздельный;косметический;на улицу;лоджия;True;кирпичный;за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_553m_514et._2172203496;3900000.0
1057; Янаульская ул., 34;р-н Орджоникидзевский;17;10.0;1;47.0;совмещенный;евро;на улицу;лоджия;True;монолитный;подземная, наземная многоуровневая, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_47m_1017et._2207452494;2950000.0
1058; Янаульская ул., 34;р-н Орджоникидзевский;17;10.0;1;47.0;совмещенный;евро;на улицу;лоджия;True;монолитный;подземная, наземная многоуровневая, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_47m_1017et._2207452494;2950000.0
1059;пр-т Парковый, д. 50А;р-н Дзержинский;8;2.0;3;95.6;несколько;косметический;на улицу;лоджия;False;кирпичный;подземная;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_956m_28et._2063702255;7922350.0
1060; Сапфирная ул., 12;р-н Мотовилихинский;9;6.0;1;31.0;совмещенный;косметический;на улицу;балкон;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_31m_69et._2236691533;3000000.0
1061; ул. Юнг Прикамья, 39;р-н Кировский;5;3.0;1;33.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_35et._2219202446;2150000.0
1062; ул. Юнг Прикамья, 39;р-н Кировский;5;3.0;1;33.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_35et._2219202446;2150000.0
1063; ул. Маршала Рыбалко, 78;р-н Кировский;5;5.0;2;37.8;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_378m_55et._2216016790;2200000.0
1064; Екатерининская ул., 24;р-н Ленинский;13;3.0;3;105.0;совмещенный;косметический;на улицу, во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_105m_313et._2111828533;8500000.0
1065; ул. Макаренко, 14А;р-н Мотовилихинский;17;5.0;4;110.0;совмещенный;евро;на улицу, во двор;балкон;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_110m_517et._2219161321;10500000.0
1066; ул. Макаренко, 14А;р-н Мотовилихинский;17;5.0;4;110.0;совмещенный;евро;на улицу, во двор;балкон;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_110m_517et._2219161321;10500000.0
1067; ул. Комиссара Пожарского, 12;р-н Дзержинский;9;9.0;3;58.1;совмещенный;требует ремонта;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_581m_99et._2215781927;4000000.0
1068; ул. Мира, 107;р-н Индустриальный;5;5.0;2;44.5;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_445m_55et._2224760240;3100000.0
1069; ул. Малкова, 10;р-н Дзержинский;5;5.0;2;43.8;совмещенный;требует ремонта;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_55et._2224111961;3000000.0
1070; ул. Малкова, 10;р-н Дзержинский;5;5.0;2;43.8;совмещенный;требует ремонта;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_55et._2224111961;3000000.0
1071; Советская ул., 94;р-н Ленинский;10;9.0;2;99.0;несколько;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_99m_910et._2009161482;8900000.0
1072; Советская ул., 94;р-н Ленинский;10;9.0;2;99.0;несколько;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_99m_910et._2009161482;8900000.0
1073; ул. Генерала Черняховского, 82;р-н Орджоникидзевский;5;5.0;1;31.0;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2215879075;1400000.0
1074; Кронштадтская ул., 53;р-н Дзержинский;17;17.0;2;51.0;совмещенный;косметический;на улицу;балкон;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_1717et._2221350792;4200000.0
1075; ул. Героев Хасана, 17;р-н Свердловский;5;1.0;1;29.7;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_15et._2203439712;2790000.0
1076; ул. Сеченова, 7;р-н Дзержинский;5;5.0;2;42.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_429m_55et._2191397625;2550000.0
1077; Красногвардейская ул., 2;р-н Мотовилихинский;7;4.0;1;34.0;совмещенный;косметический;на улицу;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_47et._2160128173;2550000.0
1078; Братская ул., 98А;р-н Свердловский;3;2.0;3;103.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._apartamenty_103m_23et._2226843928;9290000.0
1079; Братская ул., 98А;р-н Свердловский;3;2.0;3;103.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._apartamenty_103m_23et._2226843928;9290000.0
1080; Братская ул., 98А;р-н Свердловский;3;2.0;3;103.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._apartamenty_103m_23et._2226843928;9290000.0
1081; Братская ул., 98А;р-н Свердловский;3;2.0;3;103.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._apartamenty_103m_23et._2226843928;9290000.0
1082; Братская ул., 98А;р-н Свердловский;3;2.0;3;103.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._apartamenty_103m_23et._2226843928;9290000.0
1083; Кузбасская ул., 41;р-н Свердловский;2;1.0;1;31.1;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_12et._2215930538;1500000.0
1084;ул. Краснофлотская, д. 30Б;р-н Свердловский;19;7.0;1;51.6;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_516m_719et._2216459062;4600000.0
1085; ул. Чернышевского, 25;р-н Свердловский;5;1.0;4;60.9;раздельный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_609m_15et._2192764501;3995000.0
1086; ул. Мира, 82А;р-н Индустриальный;9;3.0;2;53.7;совмещенный;косметический;во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_537m_39et._2219242501;4300000.0
1087; Сокольская ул., 123;р-н Кировский;16;9.0;1;37.3;совмещенный;косметический;во двор;балкон;False;монолитный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_373_m_916_et._2185417773;2650000.0
1088; ул. Танцорова, 37;р-н Кировский;10;8.0;1;38.0;раздельный;косметический;во двор;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_810et._2095316144;2650000.0
1089; ул. Танцорова, 37;р-н Кировский;10;8.0;1;38.0;раздельный;косметический;во двор;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_810et._2095316144;2650000.0
1090; ул. Танцорова, 37;р-н Кировский;10;8.0;1;38.0;раздельный;косметический;во двор;лоджия;False;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_810et._2095316144;2650000.0
1091; ул. Космонавта Беляева, 51;р-н Индустриальный;5;4.0;1;30.0;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_45et._2180522187;2500000.0
1092; ул. Металлистов, 21;р-н Мотовилихинский;9;8.0;2;44.0;раздельный;косметический;на улицу;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_89et._2232028262;3290000.0
1093; ул. Куфонина, 30;р-н Дзержинский;19;10.0;4;111.9;несколько;евро;на улицу, во двор;лоджия;False;монолитный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_1119m_1019et._2207312725;9690000.0
1094;ул. Карпинского, д. 50;р-н Индустриальный;22;19.0;2;52.0;совмещенный;косметический;во двор;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_1922et._2135763113;5250000.0
1095;ул. Карпинского, д. 50;р-н Индустриальный;22;19.0;2;52.0;совмещенный;косметический;во двор;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_1922et._2135763113;5250000.0
1096;ул. Карпинского, д. 50;р-н Индустриальный;22;19.0;2;52.0;совмещенный;косметический;во двор;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_1922et._2135763113;5250000.0
1097; ул. Лебедева, 34;р-н Мотовилихинский;18;11.0;3;78.2;раздельный;евро;на улицу;лоджия;False;монолитный;подземная, за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_782m_1118et._2196726057;7000000.0
1098; ул. Снайперов, 13;р-н Индустриальный;5;4.0;3;58.4;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_45et._1732091840;3750000.0
1099; ул. Александра Щербакова, 34;р-н Орджоникидзевский;3;3.0;2;42.4;совмещенный;косметический;во двор;балкон;False;блочный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_424m_33et._2211465837;1750000.0
1100; ул. Александра Щербакова, 34;р-н Орджоникидзевский;3;3.0;2;42.4;совмещенный;косметический;во двор;балкон;False;блочный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_424m_33et._2211465837;1750000.0
1101; Целинная ул., 11;р-н Мотовилихинский;9;3.0;2;49.0;раздельный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_39et._1881660402;2590000.0
1102; Мозырьская ул., 26;р-н Орджоникидзевский;5;3.0;4;60.0;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_60m_35et._2221520876;3000000.0
1103; 5-я Каховская ул., 8А;р-н Кировский;5;2.0;2;52.0;раздельный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_25et._2215561960;3350000.0
1104; Углеуральская ул., 27;р-н Дзержинский;9;1.0;3;76.1;раздельный;косметический;во двор;лоджия;False;монолитный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_761m_19et._2202382812;5800000.0
1105; Парковый пр-т, 31/1;р-н Дзержинский;10;1.0;4;76.6;совмещенный;требует ремонта;во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_766m_110et._2170667516;4450000.0
1106; Парковый пр-т, 31/1;р-н Дзержинский;10;1.0;4;76.6;совмещенный;требует ремонта;во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_766m_110et._2170667516;4450000.0
1107; ул. Докучаева, 44;р-н Дзержинский;10;1.0;3;68.1;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_681m_110et._2220227429;4100000.0
1108; ул. Докучаева, 44;р-н Дзержинский;10;1.0;3;68.1;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_681m_110et._2220227429;4100000.0
1109; ул. Докучаева, 44;р-н Дзержинский;10;1.0;3;68.1;раздельный;косметический;на улицу, во двор;лоджия;True;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_681m_110et._2220227429;4100000.0
1110; Ольховская ул., 6;р-н Орджоникидзевский;5;5.0;1;34.0;совмещенный;требует ремонта;во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_55et._2120670760;1750000.0
1111; Ольховская ул., 6;р-н Орджоникидзевский;5;5.0;1;34.0;совмещенный;требует ремонта;во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_55et._2120670760;1750000.0
1112; ш. Космонавтов, 166;р-н Индустриальный;10;8.0;1;38.2;раздельный;требует ремонта;на улицу;лоджия;False;панельный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_382m_810et._2191423433;2850000.0
1113; Автозаводская ул., 30;р-н Кировский;20;17.0;2;54.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_1720et._2217395619;3100000.0
1114; Автозаводская ул., 30;р-н Кировский;20;17.0;2;54.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_1720et._2217395619;3100000.0
1115; Холмогорская ул., 2Е;р-н Свердловский;17;4.0;2;57.2;раздельный;косметический;на улицу, во двор;лоджия;True;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_572m_417et._2165555454;4550000.0
1116; ул. Дружбы, 16;р-н Мотовилихинский;5;1.0;2;29.0;совмещенный;требует ремонта;на улицу;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_29_m_15_et._2193638187;2800000.0
1117; Рабочая ул., 9А;р-н Дзержинский;19;8.0;3;72.9;совмещенный;дизайнерский;на улицу, во двор;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_729m_819et._2235325850;6900000.0
1118; ул. Адмирала Ушакова, 10;р-н Кировский;5;4.0;3;55.7;совмещенный;требует ремонта;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_557m_45et._2228112910;2650000.0
1119; ул. Адмирала Ушакова, 10;р-н Кировский;5;4.0;3;55.7;совмещенный;требует ремонта;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_557m_45et._2228112910;2650000.0
1120; Сапфирная ул., 12;р-н Мотовилихинский;12;10.0;1;41.3;совмещенный;евро;во двор;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_413m_1012et._2219456040;3850000.0
1121; ул. Качалова, 10;р-н Индустриальный;15;9.0;2;64.8;совмещенный;косметический;во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_648m_915et._2215486127;5500000.0
