;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
1725; ул. Челюскинцев, 19;р-н Дзержинский;9;3.0;3;52.0;раздельный;требует ремонта;во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_52m_39et._2203687034;3400000.0
1726; Норильская ул., 13;р-н Индустриальный;10;9.0;1;35.7;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_357m_910et._2214900689;3100000.0
1727; Норильская ул., 13;р-н Индустриальный;10;9.0;1;35.7;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_357m_910et._2214900689;3100000.0
1728; ул. 25 Октября, 70;р-н Свердловский;9;1.0;3;68.9;совмещенный;евро;во двор;нет;True;панельный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_689m_19et._2229102203;5800000.0
1729; Ямпольская ул., 11;р-н Кировский;12;9.0;1;32.9;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_912et._2229749895;2130000.0
1730; ул. Мира, 55;р-н Индустриальный;4;3.0;3;74.9;совмещенный;евро;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_749m_34et._2217927621;5175000.0
1731; ул. Малышева, 3;р-н Свердловский;9;9.0;2;53.0;раздельный;косметический;на улицу;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_99et._2117230206;3990000.0
1732; ул. Малышева, 3;р-н Свердловский;9;9.0;2;53.0;раздельный;косметический;на улицу;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_99et._2117230206;3990000.0
1733; ул. Академика Веденеева, 83;р-н Орджоникидзевский;5;1.0;1;29.6;совмещенный;требует ремонта;на улицу;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_296m_15et._2209404727;1200000.0
1734; ул. Крылова, 15А;р-н Дзержинский;25;25.0;2;60.7;совмещенный;косметический;на улицу, во двор;балкон;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_607m_2525et._2222761788;5000000.0
1735; ул. Крылова, 15А;р-н Дзержинский;25;25.0;2;60.7;совмещенный;косметический;на улицу, во двор;балкон;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_607m_2525et._2222761788;5000000.0
1736; ул. Газеты Звезда, 33;р-н Свердловский;5;2.0;1;31.0;совмещенный;косметический;во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2230159563;2850000.0
1737; ул. Крупской, 57А;р-н Мотовилихинский;5;3.0;1;30.3;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_303m_35et._2227269079;2500000.0
1738; ул. Братьев Игнатовых, 17;р-н Индустриальный;5;1.0;3;58.4;совмещенный;косметический;на улицу, во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_15et._2117242458;3335000.0
1739; ул. Братьев Игнатовых, 17;р-н Индустриальный;5;1.0;3;58.4;совмещенный;косметический;на улицу, во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_15et._2117242458;3335000.0
1740; ул. Братьев Игнатовых, 17;р-н Индустриальный;5;1.0;3;58.4;совмещенный;косметический;на улицу, во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_15et._2117242458;3335000.0
1741; ул. Танкистов, 68;р-н Индустриальный;5;5.0;1;32.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_55et._2181641753;2300000.0
1742; ул. Танкистов, 68;р-н Индустриальный;5;5.0;1;32.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_55et._2181641753;2300000.0
1743; ул. Солдатова, 43;р-н Свердловский;9;3.0;2;35.0;совмещенный;косметический;во двор;нет;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_35m_39et._2190657318;2100000.0
1744;ул. Архитектора Свиязева, д. 31;р-н Индустриальный;4;2.0;1;28.0;совмещенный;косметический;во двор;нет;False;монолитный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_28m_24et._2165145561;2650000.0
1745; ул. Героев Хасана, 11Б;р-н Свердловский;25;4.0;1;44.5;совмещенный;косметический;во двор;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_445m_425et._2236001257;3980000.0
1746; ул. Звонарёва, 1;р-н Мотовилихинский;9;3.0;3;58.2;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2232887057;3700000.0
1747; ул. Звонарёва, 1;р-н Мотовилихинский;9;3.0;3;58.2;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2232887057;3700000.0
1748; ул. Звонарёва, 1;р-н Мотовилихинский;9;3.0;3;58.2;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2232887057;3700000.0
1749; ул. Звонарёва, 1;р-н Мотовилихинский;9;3.0;3;58.2;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2232887057;3700000.0
1750; ул. Звонарёва, 1;р-н Мотовилихинский;9;3.0;3;58.2;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2232887057;3700000.0
1751; Кронштадтская ул., 10;р-н Дзержинский;14;5.0;3;58.2;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_514et._2217833835;4100000.0
1752; Кронштадтская ул., 10;р-н Дзержинский;14;5.0;3;58.2;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_514et._2217833835;4100000.0
1753; Кронштадтская ул., 10;р-н Дзержинский;14;5.0;3;58.2;раздельный;косметический;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_514et._2217833835;4100000.0
1754; ул. Макаренко, 30;р-н Мотовилихинский;5;1.0;2;44.0;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2185076880;2640000.0
1755; ул. Макаренко, 30;р-н Мотовилихинский;5;1.0;2;44.0;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2185076880;2640000.0
1756;ул. Кустовая, д. 2А;р-н Свердловский;25;11.0;2;51.6;раздельный;косметический;на улицу;балкон;False;монолитный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_516m_1125et._2215899076;3508800.0
1757;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
1758;ул. Гашкова, д. 59;р-н Мотовилихинский;9;8.0;4;84.7;раздельный;косметический;на улицу, во двор;балкон;False;панельный;подземная, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_847m_89et._2099881208;5099542.0
1759; ул. Маршала Рыбалко, 42;р-н Кировский;5;4.0;1;31.0;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_45et._2220176911;2049000.0
1760; Комсомольский пр-т, 10;р-н Ленинский;5;5.0;2;43.0;совмещенный;косметический;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2233404271;2990000.0
1761; Советская ул., 39;р-н Ленинский;7;2.0;2;54.0;раздельный;косметический;на улицу;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_27et._2178796509;4950000.0
1762; ул. Дружбы, 13;р-н Мотовилихинский;5;1.0;1;29.6;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_296m_15et._2195630392;2500000.0
1763; Уинская ул., 8;р-н Мотовилихинский;9;8.0;2;56.3;раздельный;требует ремонта;на улицу;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_563m_89et._2180947705;3600000.0
1764; Уинская ул., 8;р-н Мотовилихинский;9;8.0;2;56.3;раздельный;требует ремонта;на улицу;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_563m_89et._2180947705;3600000.0
1765; Самаркандская ул., 147;р-н Свердловский;19;3.0;1;36.3;совмещенный;косметический;на улицу;лоджия;False;блочный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_319et._2121420252;2950000.0
1766; Самаркандская ул., 147;р-н Свердловский;19;3.0;1;36.3;совмещенный;косметический;на улицу;лоджия;False;блочный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_319et._2121420252;2950000.0
1767; Ветлужская ул., 97;р-н Дзержинский;5;5.0;2;41.0;совмещенный;евро;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_55et._2133168283;2420000.0
1768; Сочинская ул., 2;р-н Дзержинский;10;7.0;2;58.0;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_710et._2186915568;4300000.0
1769; ул. Луначарского, 99;р-н Ленинский;22;17.0;2;53.0;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_1722et._2189313340;4900000.0
1770; ул. Василия Татищева, 6;р-н Свердловский;25;21.0;3;60.5;совмещенный;косметический;во двор;лоджия;False;монолитный;наземная многоуровневая, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_2125et._2217235006;5199000.0
1771; Монастырская ул., 117;р-н Дзержинский;5;4.0;2;47.0;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_45et._2225060865;3070000.0
1772; ул. Комиссара Пожарского, 12;р-н Дзержинский;9;5.0;3;58.0;раздельный;косметический;во двор;балкон;True;панельный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_58m_59et._2173197334;3770000.0
1773; Кавалерийская ул., 51;р-н Индустриальный;3;3.0;1;31.3;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_313m_33et._2221437154;2430000.0
1774; Хабаровская ул., 163;р-н Дзержинский;5;1.0;2;42.6;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_15et._2159861247;2370000.0
1775; Хабаровская ул., 163;р-н Дзержинский;5;1.0;2;42.6;совмещенный;косметический;во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_15et._2159861247;2370000.0
1776; посёлок Новые Ляды, ул. Мира, 20;р-н Свердловский;5;5.0;1;31.0;совмещенный;евро;на улицу;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2148551669;1520000.0
1777; ул. Мира, 75;р-н Индустриальный;5;3.0;1;32.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2191748393;2400000.0
1778; ул. Мира, 75;р-н Индустриальный;5;3.0;1;32.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2191748393;2400000.0
1779; пр. Якуба Коласа, 11;р-н Дзержинский;10;8.0;3;158.0;совмещенный;дизайнерский;на улицу;лоджия;False;кирпичный;подземная, наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_158m_810et._1861373249;12500000.0
1780; пр-т Декабристов, 1;р-н Индустриальный;9;5.0;2;45.5;совмещенный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_59et._2235560011;3700000.0
1781; пр-т Декабристов, 1;р-н Индустриальный;9;5.0;2;45.5;совмещенный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_59et._2235560011;3700000.0
1782; ул. Одоевского, 28;р-н Индустриальный;5;3.0;2;43.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_35et._2236410514;2900000.0
1783; ул. Одоевского, 28;р-н Индустриальный;5;3.0;2;43.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_35et._2236410514;2900000.0
1784; ул. Одоевского, 28;р-н Индустриальный;5;3.0;2;43.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_35et._2236410514;2900000.0
1785; ул. Репина, 71;р-н Орджоникидзевский;5;1.0;2;48.7;раздельный;евро;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_487m_15et._2188366083;2650000.0
1786; Янаульская ул., 30;р-н Орджоникидзевский;10;3.0;2;55.7;раздельный;евро;во двор;лоджия;True;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_557m_310et._2211456909;3500000.0
1787; Янаульская ул., 30;р-н Орджоникидзевский;10;3.0;2;55.7;раздельный;евро;во двор;лоджия;True;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_557m_310et._2211456909;3500000.0
1788; ул. Плеханова, 63А;р-н Дзержинский;14;11.0;1;35.0;раздельный;евро;во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_1114et._2222808741;3500000.0
1789; ул. Плеханова, 63А;р-н Дзержинский;14;11.0;1;35.0;раздельный;евро;во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_1114et._2222808741;3500000.0
1790; ул. Плеханова, 63А;р-н Дзержинский;14;11.0;1;35.0;раздельный;евро;во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_1114et._2222808741;3500000.0
1791; Транспортная ул., 13;р-н Дзержинский;7;1.0;3;81.9;раздельный;евро;на улицу, во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_819m_17et._2144465598;5600000.0
1792; Транспортная ул., 13;р-н Дзержинский;7;1.0;3;81.9;раздельный;евро;на улицу, во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_819m_17et._2144465598;5600000.0
1793;Пермь, Боровая улица, 21;р-н Дзержинский;25;2.0;3;61.1;раздельный;косметический;во двор;лоджия;False;монолитный;подземная;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_611m_225et._2056131522;5666000.0
1794; Чердынская ул., 18;р-н Индустриальный;9;8.0;3;57.0;раздельный;требует ремонта;на улицу, во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_89et._2202689157;3500000.0
1795; ул. Ушинского, 9;р-н Мотовилихинский;5;5.0;3;42.4;совмещенный;евро;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_424m_55et._2221380680;3100000.0
1796;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;1.0;3;72.9;совмещенный;косметический;во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_729m_14et._2084265312;4879100.0
1797; ул. Маяковского, 41А;р-н Дзержинский;10;4.0;1;38.0;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_410et._2234487743;2900000.0
1798; ул. Вильямса, 41;р-н Орджоникидзевский;4;2.0;2;44.1;совмещенный;косметический;на улицу;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_24et._2204930588;2050000.0
1799;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;1.0;3;72.9;совмещенный;косметический;во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_729m_14et._2084265312;4879100.0
1800; ул. Вильямса, 18;р-н Орджоникидзевский;9;2.0;1;36.6;совмещенный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_29et._2029856308;1900000.0
1801; ул. Вильямса, 18;р-н Орджоникидзевский;9;2.0;1;36.6;совмещенный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_29et._2029856308;1900000.0
1802; ул. Лодыгина, 46к2;р-н Свердловский;9;3.0;2;43.7;раздельный;косметический;на улицу;лоджия;True;панельный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_39et._2229432541;2950000.0
1803; ул. Юрша, 21;р-н Мотовилихинский;10;6.0;1;34.1;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_610et._2230906294;3150000.0
1804; ул. Юрша, 21;р-н Мотовилихинский;10;6.0;1;34.1;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_610et._2230906294;3150000.0
1805; ул. Александра Пархоменко, 12;р-н Орджоникидзевский;5;3.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_35et._2227261742;1670000.0
1806; ул. Александра Пархоменко, 12;р-н Орджоникидзевский;5;3.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_35et._2227261742;1670000.0
1807; ул. Александра Пархоменко, 12;р-н Орджоникидзевский;5;3.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_35et._2227261742;1670000.0
1808; ул. Александра Пархоменко, 12;р-н Орджоникидзевский;5;3.0;1;32.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_329m_35et._2227261742;1670000.0
1809;ул. Чернышевского, д. 17А;р-н Свердловский;19;4.0;2;53.0;раздельный;косметический;во двор;лоджия;False;монолитный;подземная, наземная многоуровневая, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_419et._2144450158;5200000.0
1810; ул. Милиционера Власова, 4А;р-н Индустриальный;25;21.0;1;37.8;совмещенный;косметический;во двор;балкон;False;монолитный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_378m_2125et._2217671776;3730000.0
1811; ул. Чернышевского, 15А;р-н Свердловский;25;18.0;4;163.6;несколько;дизайнерский;на улицу, во двор;нет;True;монолитный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_1636m_1825et._2154255140;16990000.0
1812; ул. Героев Хасана, 11Б;р-н Свердловский;25;4.0;1;44.5;совмещенный;косметический;во двор;лоджия;False;монолитный;наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_445m_425et._2236001257;3980000.0
1813;ул. Карпинского, д. 50;р-н Индустриальный;22;19.0;3;91.7;несколько;косметический;на улицу, во двор;балкон;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_917m_1922et._2153211554;8686800.0
1814;ул. Карпинского, д. 50;р-н Индустриальный;22;19.0;3;91.7;несколько;косметический;на улицу, во двор;балкон;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_917m_1922et._2153211554;8686800.0
1815; Парковый пр-т, 37А;р-н Дзержинский;9;2.0;3;63.2;совмещенный;косметический;на улицу, во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_632m_29et._2104426283;4100000.0
1816; Парковый пр-т, 37А;р-н Дзержинский;9;2.0;3;63.2;совмещенный;косметический;на улицу, во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_632m_29et._2104426283;4100000.0
1817; Уинская ул., 41;р-н Мотовилихинский;25;14.0;3;89.1;раздельный;евро;на улицу;лоджия;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_891m_1425et._2200788007;5950000.0
1818;ул. Теплогорская, д. 24;р-н Индустриальный;20;13.0;1;24.3;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, наземная многоуровневая, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_243m_1320et._2217676080;2480000.0
1819; ул. Пушкина, 6;р-н Свердловский;20;13.0;1;44.4;совмещенный;косметический;на улицу, во двор;лоджия;False;блочный;подземная, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_444m_1320et._2138630984;4400000.0
1820; Агатовая ул., 36;р-н Мотовилихинский;4;4.0;2;36.0;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_36m_44et._2234438754;3350000.0
1821; Екатерининская ул., 61;р-н Ленинский;7;7.0;1;64.0;совмещенный;требует ремонта;на улицу;нет;False;кирпичный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._apartamenty_64m_77et._2197499973;2590000.0
1822; ул. Малкова, 34;р-н Дзержинский;25;9.0;1;41.0;совмещенный;косметический;во двор;балкон;False;монолитный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_41m_925et._2230246714;3980000.0
1823; Тополевый пер., 5;р-н Ленинский;5;4.0;3;100.6;несколько;косметический;на улицу, во двор;лоджия;True;кирпичный;подземная, наземная многоуровневая, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_1006m_45et._2184210115;12500000.0
1824; ул. Куйбышева, 109А;р-н Свердловский;15;6.0;1;26.6;совмещенный;евро;во двор;нет;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/apartamenty-studiya_266m_615et._2212048073;2150000.0
1825; ул. Клары Цеткин, 29;р-н Свердловский;7;6.0;1;20.8;совмещенный;евро;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_208_m_67_et._2226653488;1855000.0
1826; Уинская ул., 4А;р-н Мотовилихинский;9;4.0;3;66.0;раздельный;евро;на улицу, во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_66_m_49_et._2193986864;4500000.0
1827; ул. Мира, 66А;р-н Индустриальный;5;4.0;1;31.8;совмещенный;дизайнерский;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_318m_45et._2202116480;2630000.0
1828; ул. Мира, 66А;р-н Индустриальный;5;4.0;1;31.8;совмещенный;дизайнерский;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_318m_45et._2202116480;2630000.0
1829; Парковый пр-т, 39;р-н Дзержинский;12;3.0;2;52.0;раздельный;косметический;на улицу;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_312et._2156121298;3600000.0
1830; Магистральная ул., 98;р-н Кировский;5;4.0;2;45.9;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_45et._2232428173;2400000.0
1831; ул. Анвара Гатауллина, 15;р-н Свердловский;2;1.0;1;32.0;совмещенный;дизайнерский;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_12et._2081134120;1777777.0
1832; ул. Анвара Гатауллина, 15;р-н Свердловский;2;1.0;1;32.0;совмещенный;дизайнерский;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_12et._2081134120;1777777.0
1833; Рабоче-Крестьянская ул., 25;р-н Свердловский;17;15.0;2;52.8;совмещенный;дизайнерский;на улицу, во двор;лоджия;False;блочный;за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_528m_1517et._2211928946;6200000.0
1834; Боровая ул., 2;р-н Дзержинский;12;8.0;1;43.5;совмещенный;косметический;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_435m_812et._2181154350;4650000.0
1835; Боровая ул., 2;р-н Дзержинский;12;8.0;1;43.5;совмещенный;косметический;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_435m_812et._2181154350;4650000.0
